,longitude,latitude,year,month,day,hour,weather,temperature,pressure,humidity,wind_direction,wind_speed
7469,116.86416666666666,40.3775,2017.0,11.0,8.0,5.0,0.0,13.2,1016.6,28.0,248.0,1.9
7470,116.86416666666666,40.3775,2017.0,11.0,8.0,6.0,0.0,12.9,1016.1,29.0,225.0,1.8
7471,116.86416666666666,40.3775,2017.0,11.0,8.0,7.0,0.0,13.3,1015.3,29.0,220.0,2.2
7472,116.86416666666666,40.3775,2017.0,11.0,8.0,8.0,0.0,12.2,1015.1,32.0,196.0,0.8
7473,116.86416666666666,40.3775,2017.0,11.0,8.0,9.0,0.0,10.9,1014.9,39.0,128.0,0.8
7474,116.86416666666666,40.3775,2017.0,11.0,8.0,10.0,0.0,7.4,1014.8,49.0,113.0,0.9
7475,116.86416666666666,40.3775,2017.0,11.0,8.0,11.0,10.0,5.1,1015.5,62.0,23.0,0.3
7476,116.86416666666666,40.3775,2017.0,11.0,8.0,12.0,0.0,3.6,1015.2,69.0,54.0,0.5
7477,116.86416666666666,40.3775,2017.0,11.0,8.0,13.0,10.0,2.5,1015.5,76.0,59.0,0.6
7478,116.86416666666666,40.3775,2017.0,11.0,8.0,14.0,10.0,1.7,1015.4,80.0,76.0,0.4
7479,116.86416666666666,40.3775,2017.0,11.0,8.0,15.0,10.0,1.0,1015.2,83.0,62.0,0.4
7480,116.86416666666666,40.3775,2017.0,11.0,8.0,16.0,10.0,0.4,1015.1,86.0,99.0,0.5
7481,116.86416666666666,40.3775,2017.0,11.0,8.0,17.0,10.0,0.1,1014.7,89.0,66.0,0.7
7482,116.86416666666666,40.3775,2017.0,11.0,8.0,18.0,0.0,0.2,1014.4,88.0,56.0,0.8
7483,116.86416666666666,40.3775,2017.0,11.0,8.0,19.0,0.0,1.4,1013.7,84.0,59.0,1.0
7484,116.86416666666666,40.3775,2017.0,11.0,8.0,20.0,0.0,2.3,1012.9,77.0,58.0,1.0
7485,116.86416666666666,40.3775,2017.0,11.0,8.0,21.0,0.0,1.3,1012.7,83.0,70.0,0.7
7486,116.86416666666666,40.3775,2017.0,11.0,8.0,22.0,0.0,0.7,1012.3,87.0,36.0,0.5
7487,116.86416666666666,40.3775,2017.0,11.0,8.0,23.0,0.0,2.0,1012.1,87.0,70.0,0.5
7488,116.86416666666666,40.3775,2017.0,11.0,9.0,0.0,0.0,4.3,1012.3,77.0,82.0,1.4
7489,116.86416666666666,40.3775,2017.0,11.0,9.0,1.0,0.0,6.0,1012.0,74.0,102.0,1.0
7490,116.86416666666666,40.3775,2017.0,11.0,9.0,2.0,0.0,8.1,1011.2,68.0,87.0,0.9
7491,116.86416666666666,40.3775,2017.0,11.0,9.0,3.0,0.0,9.5,1010.8,62.0,11.0,0.5
7492,116.86416666666666,40.3775,2017.0,11.0,9.0,4.0,0.0,10.8,1010.1,60.0,165.0,0.4
7493,116.86416666666666,40.3775,2017.0,11.0,9.0,5.0,0.0,11.6,1008.9,62.0,270.0,1.1
7494,116.86416666666666,40.3775,2017.0,11.0,9.0,6.0,0.0,12.7,1007.1,61.0,120.0,1.0
7495,116.86416666666666,40.3775,2017.0,11.0,9.0,7.0,10.0,13.6,1006.5,61.0,269.0,1.5
7496,116.86416666666666,40.3775,2017.0,11.0,9.0,8.0,10.0,12.8,1006.8,66.0,268.0,1.6
7497,116.86416666666666,40.3775,2017.0,11.0,9.0,9.0,10.0,11.3,1006.9,71.0,235.0,1.2
7498,116.86416666666666,40.3775,2017.0,11.0,9.0,10.0,10.0,8.9,1007.4,80.0,180.33333333333331,0.2
7499,116.86416666666666,40.3775,2017.0,11.0,9.0,11.0,10.0,8.7,1007.7,83.0,125.66666666666669,0.0
7500,116.86416666666666,40.3775,2017.0,11.0,9.0,12.0,10.0,8.0,1007.9,87.0,71.0,0.6
7501,116.86416666666666,40.3775,2017.0,11.0,9.0,13.0,10.0,7.9,1008.1,87.0,50.0,0.5
7502,116.86416666666666,40.3775,2017.0,11.0,9.0,14.0,10.0,7.5,1008.5,89.0,85.5,0.0
7503,116.86416666666666,40.3775,2017.0,11.0,9.0,15.0,8.0,6.7,1008.2,91.0,121.0,0.5
7504,116.86416666666666,40.3775,2017.0,11.0,9.0,16.0,8.0,5.5,1008.4,94.0,339.0,0.5
7505,116.86416666666666,40.3775,2017.0,11.0,9.0,17.0,8.0,6.9,1008.8,81.0,312.0,1.5
7506,116.86416666666666,40.3775,2017.0,11.0,9.0,18.0,0.0,11.3,1009.3,29.0,294.0,3.3
7507,116.86416666666666,40.3775,2017.0,11.0,9.0,19.0,0.0,10.7,1009.7,29.0,295.0,3.3
7508,116.86416666666666,40.3775,2017.0,11.0,9.0,20.0,0.0,9.8,1010.6,31.0,291.0,3.6
7509,116.86416666666666,40.3775,2017.0,11.0,9.0,21.0,0.0,9.3,1011.3,33.0,327.0,3.1
7510,116.86416666666666,40.3775,2017.0,11.0,9.0,22.0,0.0,9.0,1011.9,32.0,290.0,4.3
7511,116.86416666666666,40.3775,2017.0,11.0,9.0,23.0,0.0,7.9,1013.5,33.0,357.0,2.2
7512,116.86416666666666,40.3775,2017.0,11.0,10.0,0.0,0.0,8.2,1015.3,33.0,42.0,2.7
7513,116.86416666666666,40.3775,2017.0,11.0,10.0,1.0,0.0,9.1,1016.1,30.0,13.0,2.4
7514,116.86416666666666,40.3775,2017.0,11.0,10.0,2.0,0.0,9.9,1016.2,27.0,349.0,3.0
7515,116.86416666666666,40.3775,2017.0,11.0,10.0,3.0,0.0,10.5,1016.2,25.0,7.0,3.5
7516,116.86416666666666,40.3775,2017.0,11.0,10.0,4.0,0.0,11.2,1016.1,26.0,309.0,2.9
7517,116.86416666666666,40.3775,2017.0,11.0,10.0,5.0,0.0,11.2,1015.9,24.0,300.0,3.0
7518,116.86416666666666,40.3775,2017.0,11.0,10.0,6.0,0.0,10.5,1016.6,22.0,342.0,4.2
7519,116.86416666666666,40.3775,2017.0,11.0,10.0,7.0,0.0,10.6,1016.9,19.0,340.0,4.4
7520,116.86416666666666,40.3775,2017.0,11.0,10.0,8.0,0.0,9.2,1017.9,20.0,28.0,3.2
7521,116.86416666666666,40.3775,2017.0,11.0,10.0,9.0,0.0,7.2,1018.6,21.0,31.0,3.4
7522,116.86416666666666,40.3775,2017.0,11.0,10.0,10.0,0.0,6.3,1019.7,22.0,22.0,3.8
7523,116.86416666666666,40.3775,2017.0,11.0,10.0,11.0,0.0,5.5,1020.6,24.0,20.0,3.6
7524,116.86416666666666,40.3775,2017.0,11.0,10.0,12.0,0.0,4.5,1021.1,26.0,10.0,2.6
7525,116.86416666666666,40.3775,2017.0,11.0,10.0,13.0,0.0,3.3,1021.8,32.0,47.0,2.3
7526,116.86416666666666,40.3775,2017.0,11.0,10.0,14.0,0.0,3.0,1022.2,33.0,25.0,2.2
7527,116.86416666666666,40.3775,2017.0,11.0,10.0,15.0,0.0,1.9,1022.3,36.0,47.0,1.9
7528,116.86416666666666,40.3775,2017.0,11.0,10.0,16.0,0.0,1.7,1022.3,36.0,15.0,1.6
7529,116.86416666666666,40.3775,2017.0,11.0,10.0,17.0,0.0,0.6,1021.8,43.0,48.0,2.1
7530,116.86416666666666,40.3775,2017.0,11.0,10.0,18.0,0.0,0.2,1021.5,45.0,33.0,1.1
7531,116.86416666666666,40.3775,2017.0,11.0,10.0,19.0,0.0,-0.9,1021.3,50.0,49.0,1.4
7532,116.86416666666666,40.3775,2017.0,11.0,10.0,20.0,0.0,-1.9,1020.9,62.0,77.0,1.8
7533,116.86416666666666,40.3775,2017.0,11.0,10.0,21.0,0.0,-3.2,1020.6,66.0,83.0,1.0
7534,116.86416666666666,40.3775,2017.0,11.0,10.0,22.0,0.0,-0.6,1020.2,57.0,26.0,1.4
7535,116.86416666666666,40.3775,2017.0,11.0,10.0,23.0,0.0,-0.5,1020.4,50.0,26.0,2.0
7536,116.86416666666666,40.3775,2017.0,11.0,11.0,0.0,0.0,0.7,1020.3,52.0,96.0,0.8
7537,116.86416666666666,40.3775,2017.0,11.0,11.0,1.0,0.0,2.5,1020.2,45.0,28.0,1.9
7538,116.86416666666666,40.3775,2017.0,11.0,11.0,2.0,0.0,4.0,1019.7,35.0,62.0,1.3
7539,116.86416666666666,40.3775,2017.0,11.0,11.0,3.0,0.0,5.0,1019.0,32.0,304.0,0.7
7540,116.86416666666666,40.3775,2017.0,11.0,11.0,4.0,0.0,7.1,1017.0,27.0,255.0,1.8
7541,116.86416666666666,40.3775,2017.0,11.0,11.0,5.0,0.0,7.7,1015.3,25.0,260.0,1.9
7542,116.86416666666666,40.3775,2017.0,11.0,11.0,6.0,0.0,8.1,1014.1,26.0,256.0,2.2
7543,116.86416666666666,40.3775,2017.0,11.0,11.0,7.0,0.0,7.8,1013.4,27.0,232.0,2.6
7544,116.86416666666666,40.3775,2017.0,11.0,11.0,8.0,0.0,7.4,1013.3,28.0,217.0,1.6
7545,116.86416666666666,40.3775,2017.0,11.0,11.0,9.0,0.0,6.3,1013.2,31.0,205.0,1.3
7546,116.86416666666666,40.3775,2017.0,11.0,11.0,10.0,0.0,3.5,1013.4,39.0,152.0,0.7
7547,116.86416666666666,40.3775,2017.0,11.0,11.0,11.0,0.0,1.3,1013.4,48.0,104.0,0.4
7548,116.86416666666666,40.3775,2017.0,11.0,11.0,12.0,10.0,-0.2,1013.1,58.0,55.0,0.7
7549,116.86416666666666,40.3775,2017.0,11.0,11.0,13.0,10.0,-1.1,1012.9,63.0,79.0,1.0
7550,116.86416666666666,40.3775,2017.0,11.0,11.0,14.0,10.0,-1.6,1012.7,66.0,105.0,0.4
7551,116.86416666666666,40.3775,2017.0,11.0,11.0,15.0,10.0,-2.2,1012.3,67.0,112.0,0.5
7552,116.86416666666666,40.3775,2017.0,11.0,11.0,16.0,10.0,-2.3,1012.0,73.0,101.0,0.6
7553,116.86416666666666,40.3775,2017.0,11.0,11.0,17.0,0.0,-2.8,1011.5,72.0,68.0,0.8
7554,116.86416666666666,40.3775,2017.0,11.0,11.0,18.0,0.0,-3.3,1011.0,78.0,77.0,0.6
7555,116.86416666666666,40.3775,2017.0,11.0,11.0,19.0,0.0,-3.7,1010.4,82.0,59.0,0.7
7556,116.86416666666666,40.3775,2017.0,11.0,11.0,20.0,10.0,-3.9,1009.8,80.0,58.0,0.5
7557,116.86416666666666,40.3775,2017.0,11.0,11.0,21.0,10.0,-4.2,1009.0,83.0,64.0,0.8
7558,116.86416666666666,40.3775,2017.0,11.0,11.0,22.0,0.0,-4.3,1009.2,84.0,81.0,0.5
7559,116.86416666666666,40.3775,2017.0,11.0,11.0,23.0,10.0,-4.2,1009.9,87.0,69.0,1.0
7560,116.86416666666666,40.3775,2017.0,11.0,12.0,0.0,0.0,-0.8,1010.4,74.0,107.0,1.6
7561,116.86416666666666,40.3775,2017.0,11.0,12.0,1.0,0.0,1.6,1010.0,64.0,91.0,1.9
7562,116.86416666666666,40.3775,2017.0,11.0,12.0,2.0,0.0,4.1,1009.8,53.0,82.0,2.0
7563,116.86416666666666,40.3775,2017.0,11.0,12.0,3.0,0.0,5.8,1009.0,46.0,69.0,0.8
7564,116.86416666666666,40.3775,2017.0,11.0,12.0,4.0,0.0,8.1,1008.0,36.0,193.0,1.1
7565,116.86416666666666,40.3775,2017.0,11.0,12.0,5.0,0.0,9.2,1006.5,33.0,257.0,1.4
7566,116.86416666666666,40.3775,2017.0,11.0,12.0,6.0,0.0,9.4,1006.6,31.0,271.0,2.8
7567,116.86416666666666,40.3775,2017.0,11.0,12.0,7.0,0.0,8.8,1006.3,35.0,256.0,1.9
7568,116.86416666666666,40.3775,2017.0,11.0,12.0,8.0,0.0,8.3,1006.2,37.0,271.0,1.1
7569,116.86416666666666,40.3775,2017.0,11.0,12.0,9.0,0.0,6.4,1006.0,46.0,267.0,0.5
7570,116.86416666666666,40.3775,2017.0,11.0,12.0,10.0,10.0,3.2,1006.3,58.0,105.0,0.9
7571,116.86416666666666,40.3775,2017.0,11.0,12.0,11.0,10.0,1.2,1006.6,69.0,119.0,0.7
7572,116.86416666666666,40.3775,2017.0,11.0,12.0,12.0,10.0,0.5,1006.9,74.0,106.0,0.6
7573,116.86416666666666,40.3775,2017.0,11.0,12.0,13.0,10.0,0.1,1007.5,75.0,93.0,1.3
7574,116.86416666666666,40.3775,2017.0,11.0,12.0,14.0,10.0,-0.7,1007.6,75.0,47.0,0.8
7575,116.86416666666666,40.3775,2017.0,11.0,12.0,15.0,10.0,-1.4,1007.4,81.0,100.0,0.6
7576,116.86416666666666,40.3775,2017.0,11.0,12.0,16.0,10.0,-0.2,1007.1,80.0,140.0,1.6
7577,116.86416666666666,40.3775,2017.0,11.0,12.0,17.0,10.0,-1.4,1006.9,85.0,348.0,0.7
7578,116.86416666666666,40.3775,2017.0,11.0,12.0,18.0,10.0,-2.3,1007.0,89.0,109.0,0.8
7579,116.86416666666666,40.3775,2017.0,11.0,12.0,19.0,8.0,-2.7,1006.9,91.0,24.0,0.5
7580,116.86416666666666,40.3775,2017.0,11.0,12.0,20.0,8.0,-3.2,1006.9,92.0,57.0,1.0
7581,116.86416666666666,40.3775,2017.0,11.0,12.0,21.0,10.0,-2.4,1007.1,87.0,99.0,0.7
7582,116.86416666666666,40.3775,2017.0,11.0,12.0,22.0,8.0,-3.6,1007.9,92.0,67.0,0.7
7583,116.86416666666666,40.3775,2017.0,11.0,12.0,23.0,8.0,-3.9,1008.1,94.0,59.0,1.3
7584,116.86416666666666,40.3775,2017.0,11.0,13.0,0.0,8.0,-1.5,1008.8,92.0,157.0,0.5
7585,116.86416666666666,40.3775,2017.0,11.0,13.0,1.0,10.0,3.0,1009.5,72.0,87.0,1.1
7586,116.86416666666666,40.3775,2017.0,11.0,13.0,2.0,0.0,7.5,1009.4,43.0,327.0,0.9
7587,116.86416666666666,40.3775,2017.0,11.0,13.0,3.0,0.0,9.8,1009.3,16.0,320.0,3.6
7588,116.86416666666666,40.3775,2017.0,11.0,13.0,4.0,0.0,10.2,1008.7,15.0,333.0,4.2
7589,116.86416666666666,40.3775,2017.0,11.0,13.0,5.0,0.0,10.9,1008.0,14.0,330.0,3.6
7590,116.86416666666666,40.3775,2017.0,11.0,13.0,6.0,0.0,10.9,1007.8,14.0,346.0,2.7
7591,116.86416666666666,40.3775,2017.0,11.0,13.0,7.0,0.0,10.3,1008.3,14.0,334.0,2.5
7592,116.86416666666666,40.3775,2017.0,11.0,13.0,8.0,0.0,9.7,1009.2,13.0,317.0,2.5
7593,116.86416666666666,40.3775,2017.0,11.0,13.0,9.0,0.0,8.3,1010.4,12.0,296.0,3.8
7594,116.86416666666666,40.3775,2017.0,11.0,13.0,10.0,0.0,7.0,1011.8,13.0,316.0,1.9
7595,116.86416666666666,40.3775,2017.0,11.0,13.0,11.0,0.0,7.0,1012.6,14.0,310.0,4.3
7596,116.86416666666666,40.3775,2017.0,11.0,13.0,12.0,0.0,3.6,1013.5,21.0,281.0,1.0
7597,116.86416666666666,40.3775,2017.0,11.0,13.0,13.0,0.0,1.3,1014.5,25.0,334.0,0.9
7598,116.86416666666666,40.3775,2017.0,11.0,13.0,14.0,0.0,4.2,1015.2,21.0,351.0,2.5
7599,116.86416666666666,40.3775,2017.0,11.0,13.0,15.0,0.0,2.5,1015.6,25.0,313.0,1.0
7600,116.86416666666666,40.3775,2017.0,11.0,13.0,16.0,0.0,-0.3,1015.9,34.0,322.0,1.1
7601,116.86416666666666,40.3775,2017.0,11.0,13.0,17.0,0.0,-2.9,1015.8,48.0,139.0,1.1
7602,116.86416666666666,40.3775,2017.0,11.0,13.0,18.0,0.0,-4.1,1016.1,56.0,111.0,0.6
7603,116.86416666666666,40.3775,2017.0,11.0,13.0,19.0,0.0,-5.2,1016.2,62.0,115.0,0.5
7604,116.86416666666666,40.3775,2017.0,11.0,13.0,20.0,0.0,-6.1,1016.2,71.0,130.0,0.9
7605,116.86416666666666,40.3775,2017.0,11.0,13.0,21.0,0.0,-6.5,1016.4,78.0,73.0,0.9
7606,116.86416666666666,40.3775,2017.0,11.0,13.0,22.0,0.0,-6.5,1016.5,77.0,67.0,0.7
7607,116.86416666666666,40.3775,2017.0,11.0,13.0,23.0,0.0,1.2,1017.2,29.0,290.0,2.9
7608,116.86416666666666,40.3775,2017.0,11.0,14.0,0.0,0.0,1.4,1017.7,30.0,278.0,0.8
7609,116.86416666666666,40.3775,2017.0,11.0,14.0,1.0,0.0,3.1,1018.0,24.0,285.0,2.2
7610,116.86416666666666,40.3775,2017.0,11.0,14.0,2.0,0.0,3.4,1018.2,17.0,319.0,2.5
7611,116.86416666666666,40.3775,2017.0,11.0,14.0,3.0,0.0,3.6,1017.6,16.0,349.0,2.8
7612,116.86416666666666,40.3775,2017.0,11.0,14.0,4.0,0.0,4.5,1016.1,15.0,283.0,2.5
7613,116.86416666666666,40.3775,2017.0,11.0,14.0,5.0,0.0,5.3,1015.0,15.0,276.0,1.7
7614,116.86416666666666,40.3775,2017.0,11.0,14.0,6.0,0.0,6.0,1014.1,13.0,307.0,1.5
7615,116.86416666666666,40.3775,2017.0,11.0,14.0,7.0,0.0,6.0,1013.6,13.0,330.0,2.5
7616,116.86416666666666,40.3775,2017.0,11.0,14.0,8.0,0.0,5.9,1013.6,14.0,319.0,1.6
7617,116.86416666666666,40.3775,2017.0,11.0,14.0,9.0,0.0,4.3,1013.7,15.0,350.0,1.3
7618,116.86416666666666,40.3775,2017.0,11.0,14.0,10.0,0.0,3.9,1014.2,16.0,355.0,2.5
7619,116.86416666666666,40.3775,2017.0,11.0,14.0,11.0,0.0,1.6,1014.5,19.0,9.0,1.5
7620,116.86416666666666,40.3775,2017.0,11.0,14.0,12.0,0.0,-1.4,1014.4,28.0,147.0,1.0
7621,116.86416666666666,40.3775,2017.0,11.0,14.0,13.0,0.0,-3.7,1014.7,44.0,26.0,0.7
7622,116.86416666666666,40.3775,2017.0,11.0,14.0,14.0,10.0,-4.8,1015.2,52.0,61.0,0.4
7623,116.86416666666666,40.3775,2017.0,11.0,14.0,15.0,0.0,-5.6,1015.3,53.0,112.0,0.8
7624,116.86416666666666,40.3775,2017.0,11.0,14.0,16.0,10.0,-6.2,1015.6,57.0,137.0,0.9
7625,116.86416666666666,40.3775,2017.0,11.0,14.0,17.0,0.0,-6.7,1015.6,61.0,84.0,1.4
7626,116.86416666666666,40.3775,2017.0,11.0,14.0,18.0,0.0,-5.4,1016.0,55.0,106.0,1.3
7627,116.86416666666666,40.3775,2017.0,11.0,14.0,19.0,0.0,-6.3,1016.1,57.0,154.0,0.9
7628,116.86416666666666,40.3775,2017.0,11.0,14.0,20.0,0.0,0.0,1016.3,27.0,11.0,3.2
7629,116.86416666666666,40.3775,2017.0,11.0,14.0,21.0,0.0,-1.5,1017.2,39.0,46.0,2.0
7630,116.86416666666666,40.3775,2017.0,11.0,14.0,22.0,0.0,-2.0,1017.6,36.0,15.0,1.9
7631,116.86416666666666,40.3775,2017.0,11.0,14.0,23.0,0.0,-2.0,1018.2,28.0,30.0,2.5
7632,116.86416666666666,40.3775,2017.0,11.0,15.0,0.0,0.0,-1.5,1019.2,31.0,34.0,2.6
7633,116.86416666666666,40.3775,2017.0,11.0,15.0,1.0,0.0,-0.1,1019.9,26.0,44.0,3.2
7634,116.86416666666666,40.3775,2017.0,11.0,15.0,2.0,0.0,0.8,1019.9,23.0,54.0,2.9
7635,116.86416666666666,40.3775,2017.0,11.0,15.0,3.0,0.0,1.9,1019.4,20.0,82.0,3.2
7636,116.86416666666666,40.3775,2017.0,11.0,15.0,4.0,0.0,2.6,1018.2,17.0,80.0,2.3
7637,116.86416666666666,40.3775,2017.0,11.0,15.0,5.0,0.0,2.8,1017.3,18.0,83.0,2.5
7638,116.86416666666666,40.3775,2017.0,11.0,15.0,6.0,0.0,3.7,1016.3,17.0,72.0,1.5
7639,116.86416666666666,40.3775,2017.0,11.0,15.0,7.0,0.0,4.1,1015.7,17.0,42.0,1.5
7640,116.86416666666666,40.3775,2017.0,11.0,15.0,8.0,0.0,4.0,1015.6,17.0,81.0,1.0
7641,116.86416666666666,40.3775,2017.0,11.0,15.0,9.0,0.0,0.8,1015.7,21.0,142.0,0.5
7642,116.86416666666666,40.3775,2017.0,11.0,15.0,10.0,0.0,-1.6,1016.3,33.0,118.0,0.5
7643,116.86416666666666,40.3775,2017.0,11.0,15.0,11.0,10.0,-3.4,1016.4,40.0,117.0,0.8
7644,116.86416666666666,40.3775,2017.0,11.0,15.0,12.0,10.0,-4.5,1016.8,47.0,53.0,0.8
7645,116.86416666666666,40.3775,2017.0,11.0,15.0,13.0,10.0,-4.7,1016.9,48.0,65.0,0.9
7646,116.86416666666666,40.3775,2017.0,11.0,15.0,14.0,10.0,-4.2,1017.2,49.0,68.0,0.8
7647,116.86416666666666,40.3775,2017.0,11.0,15.0,15.0,10.0,-4.6,1017.2,52.0,58.0,1.0
7648,116.86416666666666,40.3775,2017.0,11.0,15.0,16.0,10.0,-4.6,1017.0,53.0,71.0,0.8
7649,116.86416666666666,40.3775,2017.0,11.0,15.0,17.0,10.0,-4.4,1016.6,57.0,128.0,0.6
7650,116.86416666666666,40.3775,2017.0,11.0,15.0,18.0,0.0,-4.9,1016.2,64.0,64.0,0.7
7651,116.86416666666666,40.3775,2017.0,11.0,15.0,19.0,0.0,-4.4,1015.9,59.0,47.0,0.6
7652,116.86416666666666,40.3775,2017.0,11.0,15.0,20.0,0.0,-4.5,1015.5,59.0,114.0,0.5
7653,116.86416666666666,40.3775,2017.0,11.0,15.0,21.0,0.0,-5.3,1015.4,70.0,133.0,0.8
7654,116.86416666666666,40.3775,2017.0,11.0,15.0,22.0,0.0,-6.6,1014.9,76.0,79.0,0.3
7655,116.86416666666666,40.3775,2017.0,11.0,15.0,23.0,10.0,-7.1,1015.0,82.0,108.0,0.3
7656,116.86416666666666,40.3775,2017.0,11.0,16.0,0.0,10.0,-5.5,1015.6,83.0,71.0,0.7
7657,116.86416666666666,40.3775,2017.0,11.0,16.0,1.0,10.0,-1.3,1015.6,53.0,50.0,0.6
7658,116.86416666666666,40.3775,2017.0,11.0,16.0,2.0,0.0,2.5,1015.5,38.0,79.0,0.4
7659,116.86416666666666,40.3775,2017.0,11.0,16.0,3.0,0.0,4.6,1014.8,31.0,237.0,1.5
7660,116.86416666666666,40.3775,2017.0,11.0,16.0,4.0,0.0,5.6,1013.5,30.0,262.0,1.7
7661,116.86416666666666,40.3775,2017.0,11.0,16.0,5.0,0.0,6.8,1012.1,28.0,268.0,2.3
7662,116.86416666666666,40.3775,2017.0,11.0,16.0,6.0,0.0,7.2,1011.0,28.0,261.0,2.1
7663,116.86416666666666,40.3775,2017.0,11.0,16.0,7.0,0.0,7.0,1010.5,27.0,260.0,2.3
7664,116.86416666666666,40.3775,2017.0,11.0,16.0,8.0,0.0,6.5,1010.2,28.0,269.0,1.5
7665,116.86416666666666,40.3775,2017.0,11.0,16.0,9.0,0.0,4.6,1010.1,32.0,247.0,1.1
7666,116.86416666666666,40.3775,2017.0,11.0,16.0,10.0,10.0,0.9,1010.6,45.0,207.0,0.5
7667,116.86416666666666,40.3775,2017.0,11.0,16.0,11.0,10.0,-1.6,1010.9,54.0,61.0,0.7
7668,116.86416666666666,40.3775,2017.0,11.0,16.0,12.0,10.0,-2.6,1010.9,61.0,58.0,1.2
7669,116.86416666666666,40.3775,2017.0,11.0,16.0,13.0,10.0,-2.9,1011.4,62.0,78.0,1.0
7670,116.86416666666666,40.3775,2017.0,11.0,16.0,14.0,10.0,-3.5,1011.7,65.0,91.0,0.5
7671,116.86416666666666,40.3775,2017.0,11.0,16.0,15.0,10.0,-3.7,1011.9,66.0,70.0,1.0
7672,116.86416666666666,40.3775,2017.0,11.0,16.0,16.0,10.0,-4.2,1011.9,67.0,100.0,0.7
7673,116.86416666666666,40.3775,2017.0,11.0,16.0,17.0,10.0,-4.6,1011.7,71.0,65.0,1.0
7674,116.86416666666666,40.3775,2017.0,11.0,16.0,18.0,10.0,-5.0,1012.1,72.0,87.0,0.6
7675,116.86416666666666,40.3775,2017.0,11.0,16.0,19.0,10.0,-5.4,1012.5,77.0,96.0,0.5
7676,116.86416666666666,40.3775,2017.0,11.0,16.0,20.0,10.0,-5.5,1012.5,82.0,92.0,0.9
7677,116.86416666666666,40.3775,2017.0,11.0,16.0,21.0,10.0,-5.8,1013.2,82.0,121.0,1.1
7678,116.86416666666666,40.3775,2017.0,11.0,16.0,22.0,10.0,-6.1,1013.9,86.0,142.0,1.0
7679,116.86416666666666,40.3775,2017.0,11.0,16.0,23.0,10.0,-6.4,1015.1,89.0,76.0,0.7
7680,116.86416666666666,40.3775,2017.0,11.0,17.0,0.0,10.0,-0.8,1016.6,62.0,36.0,2.7
7681,116.86416666666666,40.3775,2017.0,11.0,17.0,1.0,0.0,3.9,1018.0,29.0,20.0,2.9
7682,116.86416666666666,40.3775,2017.0,11.0,17.0,2.0,0.0,4.8,1018.5,23.0,341.0,3.7
7683,116.86416666666666,40.3775,2017.0,11.0,17.0,3.0,0.0,4.9,1019.2,19.0,31.0,5.0
7684,116.86416666666666,40.3775,2017.0,11.0,17.0,4.0,0.0,4.4,1019.4,20.0,40.0,5.9
7685,116.86416666666666,40.3775,2017.0,11.0,17.0,5.0,0.0,5.0,1019.2,17.0,0.0,3.9
7686,116.86416666666666,40.3775,2017.0,11.0,17.0,6.0,0.0,5.1,1019.5,15.0,345.0,3.7
7687,116.86416666666666,40.3775,2017.0,11.0,17.0,7.0,0.0,4.7,1020.0,16.0,8.0,3.2
7688,116.86416666666666,40.3775,2017.0,11.0,17.0,8.0,0.0,3.6,1021.0,17.0,35.0,4.0
7689,116.86416666666666,40.3775,2017.0,11.0,17.0,9.0,0.0,1.9,1022.3,18.0,23.0,4.7
7690,116.86416666666666,40.3775,2017.0,11.0,17.0,10.0,0.0,0.8,1023.6,17.0,20.0,4.4
7691,116.86416666666666,40.3775,2017.0,11.0,17.0,11.0,0.0,0.0,1024.7,18.0,24.0,3.7
7692,116.86416666666666,40.3775,2017.0,11.0,17.0,12.0,0.0,-0.9,1025.7,20.0,33.0,3.4
7693,116.86416666666666,40.3775,2017.0,11.0,17.0,13.0,0.0,-1.9,1026.4,22.0,35.0,2.8
7694,116.86416666666666,40.3775,2017.0,11.0,17.0,14.0,0.0,-2.5,1027.3,21.0,29.0,2.3
7695,116.86416666666666,40.3775,2017.0,11.0,17.0,15.0,0.0,-2.8,1028.1,20.0,356.0,2.5
7696,116.86416666666666,40.3775,2017.0,11.0,17.0,16.0,0.0,-3.4,1028.3,22.0,13.0,2.4
7697,116.86416666666666,40.3775,2017.0,11.0,17.0,17.0,0.0,-4.1,1028.0,22.0,22.0,1.8
7698,116.86416666666666,40.3775,2017.0,11.0,17.0,18.0,0.0,-5.5,1028.0,28.0,45.0,1.4
7699,116.86416666666666,40.3775,2017.0,11.0,17.0,19.0,0.0,-6.8,1027.9,33.0,33.0,1.2
7700,116.86416666666666,40.3775,2017.0,11.0,17.0,20.0,0.0,-8.5,1027.5,46.0,101.0,0.8
7701,116.86416666666666,40.3775,2017.0,11.0,17.0,21.0,0.0,-9.9,1027.5,56.0,96.0,0.6
7702,116.86416666666666,40.3775,2017.0,11.0,17.0,22.0,0.0,-10.2,1027.4,54.0,128.0,1.0
7703,116.86416666666666,40.3775,2017.0,11.0,17.0,23.0,0.0,-11.0,1027.3,62.0,110.0,0.8
7704,116.86416666666666,40.3775,2017.0,11.0,18.0,0.0,10.0,-8.6,1027.0,55.0,96.0,0.5
7705,116.86416666666666,40.3775,2017.0,11.0,18.0,1.0,10.0,-2.7,1026.6,29.0,125.0,0.6
7706,116.86416666666666,40.3775,2017.0,11.0,18.0,2.0,0.0,-1.9,1026.2,23.0,116.0,1.4
